Date/Time,Location,Sunlight,Magnetic field strength,Temperature,Humidity
2022-04-16 05:49:35.912734,IERS2010 latitude +32.4982 N longitude 141.5373 E elevation 419375.4 m,In sunlight,"x: 37.44011688232422, y: 44.21512985229492, z: -19.420337677001953",34.618°C,29.6464%
2022-04-16 05:49:51.013776,IERS2010 latitude +31.8309 N longitude 142.3166 E elevation 419307.8 m,In sunlight,"x: 37.8133430480957, y: 43.375343322753906, z: -19.259620666503906",34.618°C,28.7744%
2022-04-16 05:50:06.108777,IERS2010 latitude +31.1584 N longitude 143.0836 E elevation 419241.8 m,In sunlight,"x: 38.02131652832031, y: 42.699363708496094, z: -19.1905460357666",34.5469°C,29.3006%
2022-04-16 05:50:21.205844,IERS2010 latitude +30.4804 N longitude 143.8390 E elevation 419177.5 m,In sunlight,"x: 38.21540451049805, y: 42.121002197265625, z: -19.06581687927246",34.5647°C,28.6489%
2022-04-16 05:50:36.320723,IERS2010 latitude +29.7965 N longitude 144.5840 E elevation 419114.9 m,In sunlight,"x: 38.459800720214844, y: 41.526180267333984, z: -18.879741668701172",34.5469°C,29.4414%
2022-04-16 05:50:51.406979,IERS2010 latitude +29.1090 N longitude 145.3166 E elevation 419054.5 m,In sunlight,"x: 38.73232650756836, y: 40.78474044799805, z: -18.747528076171875",34.5824°C,31.1517%
2022-04-16 05:51:06.515749,IERS2010 latitude +28.4158 N longitude 146.0398 E elevation 418996.3 m,In sunlight,"x: 38.9524040222168, y: 40.12317657470703, z: -18.756818771362305",34.5647°C,28.3093%
2022-04-16 05:51:21.609633,IERS2010 latitude +27.7187 N longitude 146.7521 E elevation 418940.5 m,In sunlight,"x: 39.1971321105957, y: 39.42342758178711, z: -18.465139389038086",34.6002°C,29.1385%
2022-04-16 05:51:36.700076,IERS2010 latitude +27.0174 N longitude 147.4544 E elevation 418887.3 m,In sunlight,"x: 39.52186584472656, y: 38.66010665893555, z: -18.582468032836914",34.6358°C,29.4659%
2022-04-16 05:51:51.844541,IERS2010 latitude +26.3094 N longitude 148.1497 E elevation 418836.7 m,In sunlight,"x: 39.85276794433594, y: 37.98509216308594, z: -18.523649215698242",34.5113°C,29.5576%
2022-04-16 05:52:06.926721,IERS2010 latitude +25.6004 N longitude 148.8331 E elevation 418789.2 m,In sunlight,"x: 40.178245544433594, y: 37.376285552978516, z: -18.5322265625",34.6713°C,29.5148%
2022-04-16 05:52:22.011118,IERS2010 latitude +24.8874 N longitude 149.5077 E elevation 418744.9 m,In sunlight,"x: 40.4346923828125, y: 36.823917388916016, z: -18.045629501342773",34.7069°C,29.42%
2022-04-16 05:52:37.104649,IERS2010 latitude +24.1703 N longitude 150.1743 E elevation 418703.7 m,In sunlight,"x: 40.57933044433594, y: 36.2768440246582, z: -18.26432228088379",34.7425°C,28.8998%
2022-04-16 05:52:52.199276,IERS2010 latitude +23.4497 N longitude 150.8329 E elevation 418666.0 m,In sunlight,"x: 40.905277252197266, y: 35.761962890625, z: -18.189651489257812",34.5824°C,28.3491%
2022-04-16 05:53:07.344472,IERS2010 latitude +22.7233 N longitude 151.4858 E elevation 418631.7 m,In sunlight,"x: 41.01686477661133, y: 35.15115737915039, z: -18.158428192138672",34.5291°C,29.9126%
2022-04-16 05:53:22.414927,IERS2010 latitude +21.9973 N longitude 152.1280 E elevation 418601.4 m,In sunlight,"x: 41.262725830078125, y: 34.412742614746094, z: -18.074108123779297",34.5824°C,29.4536%
2022-04-16 05:53:37.509324,IERS2010 latitude +21.2671 N longitude 152.7641 E elevation 418574.8 m,In sunlight,"x: 41.36250305175781, y: 33.84477615356445, z: -17.854633331298828",34.5469°C,29.9615%
2022-04-16 05:53:52.614349,IERS2010 latitude +20.5334 N longitude 153.3937 E elevation 418552.3 m,In sunlight,"x: 41.5970458984375, y: 33.20952606201172, z: -17.72368049621582",34.5291°C,27.1069%
2022-04-16 05:54:07.725388,IERS2010 latitude +19.7967 N longitude 154.0170 E elevation 418534.0 m,In sunlight,"x: 41.58570098876953, y: 32.56399917602539, z: -17.654163360595703",34.5469°C,29.3404%
2022-04-16 05:54:22.855401,IERS2010 latitude +19.0564 N longitude 154.6348 E elevation 418519.9 m,In sunlight,"x: 41.952266693115234, y: 31.982378005981445, z: -17.56785774230957",34.5291°C,30.1084%
2022-04-16 05:54:37.948314,IERS2010 latitude +18.3154 N longitude 155.2450 E elevation 418510.4 m,In sunlight,"x: 41.99284744262695, y: 31.38812255859375, z: -17.477039337158203",34.6002°C,27.7188%
2022-04-16 05:54:53.053540,IERS2010 latitude +17.5714 N longitude 155.8501 E elevation 418505.4 m,In sunlight,"x: 42.1243896484375, y: 30.80707550048828, z: -17.344568252563477",34.5291°C,29.6953%
2022-04-16 05:55:08.140004,IERS2010 latitude +16.8260 N longitude 156.4489 E elevation 418505.1 m,In sunlight,"x: 42.237239837646484, y: 30.267377853393555, z: -17.388954162597656",34.5291°C,29.8055%
2022-04-16 05:55:23.230016,IERS2010 latitude +16.0783 N longitude 157.0427 E elevation 418509.5 m,In sunlight,"x: 42.39948272705078, y: 29.55941390991211, z: -17.4332218170166",34.5113°C,28.9977%
2022-04-16 05:55:38.364468,IERS2010 latitude +15.3264 N longitude 157.6333 E elevation 418519.0 m,In sunlight,"x: 42.64630889892578, y: 28.817289352416992, z: -17.337343215942383",34.5824°C,30.2644%
2022-04-16 05:55:53.458709,IERS2010 latitude +14.5745 N longitude 158.2177 E elevation 418533.4 m,In sunlight,"x: 42.60978317260742, y: 28.187734603881836, z: -17.21523094177246",34.4935°C,28.9059%
2022-04-16 05:56:08.550642,IERS2010 latitude +13.8210 N longitude 158.7977 E elevation 418552.9 m,In sunlight,"x: 42.830997467041016, y: 27.517122268676758, z: -17.148433685302734",34.458°C,29.423%
2022-04-16 05:56:23.640692,IERS2010 latitude +13.0658 N longitude 159.3734 E elevation 418577.7 m,In sunlight,"x: 43.03303909301758, y: 27.04244613647461, z: -17.234298706054688",34.5291°C,29.218%
2022-04-16 05:56:38.729981,IERS2010 latitude +12.3091 N longitude 159.9452 E elevation 418607.7 m,In sunlight,"x: 43.19135665893555, y: 26.585163116455078, z: -17.104557037353516",34.5824°C,29.2272%
2022-04-16 05:56:53.855183,IERS2010 latitude +11.5491 N longitude 160.5148 E elevation 418643.2 m,In sunlight,"x: 43.321067810058594, y: 25.92725372314453, z: -17.074703216552734",34.5113°C,29.4291%
2022-04-16 05:57:08.951536,IERS2010 latitude +10.7892 N longitude 161.0798 E elevation 418684.1 m,In sunlight,"x: 43.42029571533203, y: 25.37335205078125, z: -17.0649356842041",34.6358°C,28.7101%
2022-04-16 05:57:24.048584,IERS2010 latitude +10.0280 N longitude 161.6417 E elevation 418730.6 m,In sunlight,"x: 43.57841491699219, y: 24.790889739990234, z: -17.06021499633789",34.6536°C,29.1109%
2022-04-16 05:57:39.141642,IERS2010 latitude +9.2657 N longitude 162.2006 E elevation 418782.6 m,In sunlight,"x: 43.52737045288086, y: 24.18609619140625, z: -17.129594802856445",34.5824°C,28.9212%
2022-04-16 05:57:54.236585,IERS2010 latitude +8.5023 N longitude 162.7568 E elevation 418840.2 m,In sunlight,"x: 43.59482192993164, y: 23.64671516418457, z: -17.07823371887207",34.5647°C,29.68%
2022-04-16 05:58:09.384581,IERS2010 latitude +7.7352 N longitude 163.3125 E elevation 418903.7 m,In sunlight,"x: 43.5600700378418, y: 23.13853645324707, z: -16.91162872314453",34.6358°C,30.0533%
2022-04-16 05:58:24.454791,IERS2010 latitude +6.9712 N longitude 163.8631 E elevation 418972.7 m,In sunlight,"x: 43.733646392822266, y: 22.422569274902344, z: -17.11515235900879",34.5647°C,31.1639%
2022-04-16 05:58:39.544974,IERS2010 latitude +6.2054 N longitude 164.4125 E elevation 419047.4 m,In sunlight,"x: 43.85912322998047, y: 21.75075340270996, z: -17.074586868286133",34.5647°C,29.3741%
2022-04-16 05:58:54.641597,IERS2010 latitude +5.4385 N longitude 164.9603 E elevation 419128.0 m,In sunlight,"x: 44.03535461425781, y: 20.987043380737305, z: -17.017364501953125",34.4935°C,28.7101%
